Model Name,voteDistribution,rouge1,rouge2,rougeL,bert_f1,align_score,unieval_coherence,unieval_consistency,unieval_fluency,unieval_relevance,unieval_overall
mixed_conservative_75,0.6666666666666666,0.5657099437570946,0.2667595661158525,0.2315705543694743,0.637940362366763,0.7002674612131986,0.7328460702370311,0.6007414875245113,0.7166630386343922,0.7202972642046404,0.6926369651501437
mixed_conservative_75,0.7142857142857143,0.6024691358024691,0.2595797280593325,0.2037037037037037,0.6416052579879761,0.5856223106384277,0.8134275157224012,0.5825720298459195,0.6403602328573813,0.8008221712898478,0.7092954874288875
mixed_conservative_75,0.75,0.5535587072209849,0.266381138563282,0.2368963272858209,0.6440189916353959,0.7147916692953843,0.7112281824659704,0.6251341805142805,0.6971911107479792,0.6684687259506626,0.6755055499197232
mixed_conservative_75,0.7777777777777778,0.5683196223601304,0.2771589557429618,0.2378920329118198,0.645350992679596,0.6769883978366852,0.7860547713679563,0.5930546469013989,0.7269643927972598,0.7654797051117659,0.7178883790445951
mixed_conservative_75,0.875,0.5832596196169622,0.2756501271368426,0.2404286216311817,0.6399049560228983,0.6855278730392456,0.757785616942229,0.6006934715736681,0.7461770416534523,0.7617991346290066,0.7166138161995891
mixed_conservative_75,0.8888888888888888,0.5711496048844253,0.274793367772198,0.2417129307349304,0.6487968907211766,0.6899024537115386,0.7413492911098201,0.6078449410333684,0.7029153511587886,0.7276734121590521,0.6949457488652573
mixed_conservative_75,1.0,0.5762086139527676,0.2859022203239414,0.2471847955806597,0.6468648852433189,0.6766720065626047,0.7143778107033922,0.6175317270951707,0.7080275524795443,0.7034772277587399,0.6858535795092119
temperature_0.7,0.5555555555555556,0.5474453367772849,0.2682475908149238,0.238785683271772,0.6475622823478979,0.7130366995793964,0.7567990177594209,0.6011711003918423,0.7450554791734423,0.7382444217910631,0.7103175047789421
temperature_0.7,0.5714285714285714,0.5320958654941562,0.2459952020651979,0.2045925456186862,0.6311992704868317,0.672878235578537,0.863582865697242,0.606986235279545,0.7972677753348523,0.8394995704002102,0.7768341116779625
temperature_0.7,0.625,0.5486384237265435,0.2702101737431053,0.2495974057553698,0.648572438955307,0.7479821920394898,0.698612361092698,0.6428626805908937,0.7694776305647776,0.666513534087372,0.6943665515839353
