Model Name,issueArea,rouge1,rouge2,rougeL,bert_f1,align_score,unieval_coherence,unieval_consistency,unieval_fluency,unieval_relevance,unieval_overall
top_k_50,12.0,0.5694600350002008,0.2879344207251602,0.2557379451669249,0.6532425582408905,0.6632912307977676,0.75857264777978,0.6296925073126012,0.7631310906793999,0.7217162407898352,0.718278121640404
top_k_50,13.0,0.4641380900188149,0.2492803725584197,0.2278410265768934,0.6358910302321116,0.7081340650717417,0.7517736389665952,0.651674943183156,0.7426011787852914,0.6980186460081851,0.7110171017358069
top_k_50,14.0,0.6628506010303377,0.388538681948424,0.3319977103606181,0.6698019504547119,0.7896984219551086,0.865354932649139,0.6518472590638601,0.7256527174191406,0.839931317123646,0.7706965565639464
top_k_1500,1.0,0.5606433173635644,0.2753903887418689,0.2502290050110199,0.6516538633750035,0.6971231350531945,0.7403073528326439,0.6204143183680921,0.7325024288876094,0.7244833278759127,0.7044268569910646
top_k_1500,2.0,0.5323394124920741,0.265407313370445,0.235364313846116,0.646228943268458,0.6958439230918885,0.7326475074564616,0.6088207708208068,0.7315466674088887,0.6991539366614492,0.6930422205869016
top_k_1500,3.0,0.5421581660063892,0.2706556392920535,0.2441628085204352,0.6383658389250437,0.7176205277442932,0.7147403220178933,0.5788027712041723,0.7217797581602153,0.7055062401518222,0.6802072728835259
top_k_1500,4.0,0.549336927287259,0.2732085792194011,0.243077881211204,0.6403374135494232,0.7110678762197494,0.654536337474705,0.618294622770487,0.7133523595948689,0.648919936947171,0.6587758141968079
top_k_1500,5.0,0.5532694982768407,0.2637113128962774,0.2375779715113047,0.6526145160198211,0.6930851697921753,0.8128425705289875,0.5748957727610164,0.7254335020979081,0.7803011563600312,0.7233682504369858
top_k_1500,6.0,0.5615507893040926,0.2777315967001395,0.2595379767551569,0.6577282216813829,0.7128167549769083,0.628614288524961,0.6657149750034864,0.7409402625385669,0.6519219673652938,0.6717978733580772
top_k_1500,7.0,0.5176437192914708,0.2545944504218522,0.2414996818473475,0.6443358319146293,0.7178285675389426,0.6017110406123419,0.6257646837353991,0.7553401895374046,0.5663867876685613,0.6373006753884267
top_k_1500,8.0,0.5630299511026094,0.2764586279566656,0.2480771089344041,0.6463895016822262,0.6880540463371553,0.698854028974812,0.6127378038681022,0.7364107821688609,0.6782838433454623,0.6815716145893094
top_k_1500,9.0,0.5732735044658092,0.2869656928742493,0.258456587706006,0.6585182519629598,0.6824929667636752,0.7068886905527408,0.6134745684239711,0.7311928592503076,0.6813003102162217,0.6832141071108103
top_k_1500,10.0,0.5522701075949784,0.2687872579119394,0.2388079351557987,0.6442482383162887,0.6866581318555055,0.7461921138004727,0.6024407705309405,0.7261142394727566,0.721689923348642,0.699109261788203
top_k_1500,12.0,0.5625718822070853,0.2949629163450582,0.2671132266487263,0.6615692526102066,0.6758559867739677,0.5375311662317609,0.6527719833584833,0.7139508753496834,0.5474799397043048,0.6129334911610581
